instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,ntemp,ftemp,atemp,natemp,fatemp,hum,nhum,fhum,windspeed,nwindspeed,fwindspeed,casual,registered,cnt,day
11140,2012/4/14,2,1,4,8,0,6,0,1,0.36,14.76,1,0.3485,17.425,1,0.71,71,3,0.1343,8.9981,1,24,136,160,1
11141,2012/4/14,2,1,4,9,0,6,0,1,0.42,17.22,1,0.4242,21.21,2,0.54,54,2,0.1343,8.9981,1,59,206,265,1
11142,2012/4/14,2,1,4,10,0,6,0,1,0.46,18.86,1,0.4545,22.725,2,0.51,51,2,0.1642,11.0014,2,139,267,406,1
11143,2012/4/14,2,1,4,11,0,6,0,1,0.52,21.32,2,0.5,25,2,0.45,45,2,0.194,12.998,2,207,357,564,1
11144,2012/4/14,2,1,4,12,0,6,0,1,0.58,23.78,2,0.5455,27.275,2,0.35,35,1,0.2537,16.9979,2,274,404,678,1
11145,2012/4/14,2,1,4,13,0,6,0,1,0.62,25.42,2,0.6212,31.06,3,0.33,33,1,0.2985,19.9995,3,308,370,678,1
11146,2012/4/14,2,1,4,14,0,6,0,2,0.64,26.24,2,0.6212,31.06,3,0.27,27,1,0.4478,30.0026,4,288,372,660,1
11147,2012/4/14,2,1,4,15,0,6,0,2,0.64,26.24,2,0.6212,31.06,3,0.27,27,1,0.3582,23.9994,3,311,347,658,1
11148,2012/4/14,2,1,4,16,0,6,0,2,0.64,26.24,2,0.6212,31.06,3,0.27,27,1,0.3582,23.9994,3,253,329,582,1
11149,2012/4/14,2,1,4,17,0,6,0,2,0.62,25.42,2,0.6212,31.06,3,0.33,33,1,0.2537,16.9979,2,251,309,560,1
11150,2012/4/14,2,1,4,18,0,6,0,2,0.62,25.42,2,0.6212,31.06,3,0.35,35,1,0.2239,15.0013,2,197,284,481,1
11151,2012/4/14,2,1,4,19,0,6,0,2,0.6,24.6,2,0.6212,31.06,3,0.4,40,2,0.1642,11.0014,2,163,296,459,1
11152,2012/4/14,2,1,4,20,0,6,0,2,0.56,22.96,2,0.5303,26.515,2,0.46,46,2,0.1343,8.9981,1,112,209,321,1
11153,2012/4/14,2,1,4,21,0,6,0,2,0.56,22.96,2,0.5303,26.515,2,0.43,43,2,0.1343,8.9981,1,53,167,220,1
11154,2012/4/14,2,1,4,22,0,6,0,2,0.54,22.14,2,0.5152,25.76,2,0.52,52,2,0.1642,11.0014,2,64,148,212,0
11155,2012/4/14,2,1,4,23,0,6,0,2,0.54,22.14,2,0.5152,25.76,2,0.56,56,2,0.194,12.998,2,45,151,196,0
11156,2012/4/15,2,1,4,0,0,0,0,2,0.54,22.14,2,0.5152,25.76,2,0.56,56,2,0.194,12.998,2,30,94,124,0
11157,2012/4/15,2,1,4,1,0,0,0,2,0.54,22.14,2,0.5152,25.76,2,0.56,56,2,0.1642,11.0014,2,17,89,106,0
11158,2012/4/15,2,1,4,2,0,0,0,2,0.54,22.14,2,0.5152,25.76,2,0.56,56,2,0.1045,7.0015,1,20,54,74,0
11159,2012/4/15,2,1,4,3,0,0,0,2,0.52,21.32,2,0.5,25,2,0.59,59,2,0.1343,8.9981,1,18,27,45,0
11160,2012/4/15,2,1,4,4,0,0,0,2,0.54,22.14,2,0.5152,25.76,2,0.52,52,2,0,0,0,2,10,12,0
11161,2012/4/15,2,1,4,5,0,0,0,1,0.5,20.5,2,0.4848,24.24,2,0.68,68,3,0.1642,11.0014,2,4,6,10,0
11162,2012/4/15,2,1,4,6,0,0,0,1,0.5,20.5,2,0.4848,24.24,2,0.63,63,3,0.1343,8.9981,1,5,11,16,0
11163,2012/4/15,2,1,4,7,0,0,0,1,0.5,20.5,2,0.4848,24.24,2,0.63,63,3,0.1045,7.0015,1,16,30,46,1
11164,2012/4/15,2,1,4,8,0,0,0,1,0.52,21.32,2,0.5,25,2,0.59,59,2,0,0,0,33,64,97,1
11165,2012/4/15,2,1,4,9,0,0,0,1,0.54,22.14,2,0.5152,25.76,2,0.56,56,2,0.2239,15.0013,2,97,154,251,1
11166,2012/4/15,2,1,4,10,0,0,0,1,0.58,23.78,2,0.5455,27.275,2,0.53,53,2,0.2239,15.0013,2,186,235,421,1
11167,2012/4/15,2,1,4,11,0,0,0,1,0.62,25.42,2,0.6212,31.06,3,0.46,46,2,0.2985,19.9995,3,227,301,528,1
11168,2012/4/15,2,1,4,12,0,0,0,1,0.64,26.24,2,0.6212,31.06,3,0.44,44,2,0.2836,19.0012,3,275,360,635,1
11169,2012/4/15,2,1,4,13,0,0,0,1,0.66,27.06,2,0.6212,31.06,3,0.44,44,2,0.2836,19.0012,3,298,383,681,1
11170,2012/4/15,2,1,4,14,0,0,0,1,0.7,28.7,2,0.6364,31.82,3,0.39,39,1,0.2836,19.0012,3,282,346,628,1
11171,2012/4/15,2,1,4,15,0,0,0,1,0.7,28.7,2,0.6364,31.82,3,0.39,39,1,0.3881,26.0027,3,266,351,617,1
11172,2012/4/15,2,1,4,16,0,0,0,1,0.72,29.52,2,0.6515,32.575,3,0.39,39,1,0.3582,23.9994,3,286,330,616,1
11173,2012/4/15,2,1,4,17,0,0,0,1,0.7,28.7,2,0.6364,31.82,3,0.42,42,2,0.3284,22.0028,3,262,361,623,1
11174,2012/4/15,2,1,4,18,0,0,0,1,0.7,28.7,2,0.6364,31.82,3,0.42,42,2,0.2537,16.9979,2,184,295,479,1
11175,2012/4/15,2,1,4,19,0,0,0,1,0.7,28.7,2,0.6364,31.82,3,0.42,42,2,0.2537,16.9979,2,114,265,379,1
11176,2012/4/15,2,1,4,20,0,0,0,1,0.64,26.24,2,0.6212,31.06,3,0.5,50,2,0.2239,15.0013,2,86,205,291,1
11177,2012/4/15,2,1,4,21,0,0,0,1,0.62,25.42,2,0.6212,31.06,3,0.57,57,2,0.2537,16.9979,2,76,153,229,1
11178,2012/4/15,2,1,4,22,0,0,0,1,0.68,27.88,2,0.6364,31.82,3,0.44,44,2,0.3582,23.9994,3,37,97,134,0
11179,2012/4/15,2,1,4,23,0,0,0,1,0.66,27.06,2,0.6212,31.06,3,0.5,50,2,0.3881,26.0027,3,25,65,90,0
11180,2012/4/16,2,1,4,0,1,1,0,1,0.64,26.24,2,0.6212,31.06,3,0.53,53,2,0.3284,22.0028,3,15,26,41,0
11181,2012/4/16,2,1,4,1,1,1,0,1,0.62,25.42,2,0.6061,30.305,3,0.61,61,3,0.3582,23.9994,3,7,21,28,0
11182,2012/4/16,2,1,4,2,1,1,0,1,0.6,24.6,2,0.6061,30.305,3,0.64,64,3,0.2537,16.9979,2,5,9,14,0
11183,2012/4/16,2,1,4,3,1,1,0,1,0.58,23.78,2,0.5455,27.275,2,0.68,68,3,0.194,12.998,2,3,5,8,0
11184,2012/4/16,2,1,4,4,1,1,0,1,0.54,22.14,2,0.5152,25.76,2,0.77,77,3,0.2239,15.0013,2,0,6,6,0
11185,2012/4/16,2,1,4,5,1,1,0,1,0.54,22.14,2,0.5152,25.76,2,0.77,77,3,0.2239,15.0013,2,4,34,38,0
11186,2012/4/16,2,1,4,6,1,1,0,1,0.52,21.32,2,0.5,25,2,0.83,83,4,0.1642,11.0014,2,10,123,133,0
11187,2012/4/16,2,1,4,7,1,1,0,1,0.52,21.32,2,0.5,25,2,0.83,83,4,0.1343,8.9981,1,20,367,387,1
11188,2012/4/16,2,1,4,8,1,1,0,2,0.56,22.96,2,0.5303,26.515,2,0.83,83,4,0.1642,11.0014,2,48,549,597,1
11189,2012/4/16,2,1,4,9,1,1,0,1,0.62,25.42,2,0.6061,30.305,3,0.69,69,3,0.2239,15.0013,2,59,238,297,1
11190,2012/4/16,2,1,4,10,1,1,0,1,0.62,25.42,2,0.6061,30.305,3,0.69,69,3,0.2537,16.9979,2,75,149,224,1
11191,2012/4/16,2,1,4,11,1,1,0,1,0.64,26.24,2,0.6061,30.305,3,0.65,65,3,0.2537,16.9979,2,115,136,251,1
11192,2012/4/16,2,1,4,12,1,1,0,1,0.68,27.88,2,0.6364,31.82,3,0.57,57,2,0.2537,16.9979,2,75,196,271,1
11193,2012/4/16,2,1,4,13,1,1,0,1,0.74,30.34,3,0.6667,33.335,3,0.45,45,2,0.2985,19.9995,3,79,184,263,1
11194,2012/4/16,2,1,4,14,1,1,0,1,0.76,31.16,3,0.6818,34.09,3,0.45,45,2,0.3284,22.0028,3,105,183,288,1
11195,2012/4/16,2,1,4,15,1,1,0,1,0.8,32.8,3,0.697,34.85,3,0.33,33,1,0.4478,30.0026,4,81,194,275,1
11196,2012/4/16,2,1,4,16,1,1,0,1,0.8,32.8,3,0.697,34.85,3,0.33,33,1,0.4627,31.0009,4,92,266,358,1
11197,2012/4/16,2,1,4,17,1,1,0,1,0.8,32.8,3,0.697,34.85,3,0.33,33,1,0.3881,26.0027,3,111,601,712,1
11198,2012/4/16,2,1,4,18,1,1,0,1,0.8,32.8,3,0.697,34.85,3,0.31,31,1,0.3881,26.0027,3,87,589,676,1
11199,2012/4/16,2,1,4,19,1,1,0,1,0.76,31.16,3,0.6667,33.335,3,0.35,35,1,0.3881,26.0027,3,61,461,522,1
11200,2012/4/16,2,1,4,20,1,1,0,1,0.74,30.34,3,0.6515,32.575,3,0.37,37,1,0.2985,19.9995,3,48,327,375,1
11201,2012/4/16,2,1,4,21,1,1,0,1,0.68,27.88,2,0.6364,31.82,3,0.51,51,2,0.2537,16.9979,2,39,232,271,1
11202,2012/4/16,2,1,4,22,1,1,0,1,0.68,27.88,2,0.6364,31.82,3,0.51,51,2,0.2537,16.9979,2,35,179,214,0
11203,2012/4/16,2,1,4,23,1,1,0,1,0.7,28.7,2,0.6364,31.82,3,0.45,45,2,0.2985,19.9995,3,24,97,121,0
11204,2012/4/17,2,1,4,0,0,2,1,1,0.66,27.06,2,0.6212,31.06,3,0.54,54,2,0.194,12.998,2,10,33,43,0
11205,2012/4/17,2,1,4,1,0,2,1,1,0.64,26.24,2,0.6212,31.06,3,0.57,57,2,0.1642,11.0014,2,6,5,11,0
11206,2012/4/17,2,1,4,2,0,2,1,1,0.56,22.96,2,0.5303,26.515,2,0.83,83,4,0.1045,7.0015,1,1,3,4,0
11207,2012/4/17,2,1,4,3,0,2,1,1,0.56,22.96,2,0.5303,26.515,2,0.83,83,4,0.0896,6.0032,1,0,6,6,0
11208,2012/4/17,2,1,4,4,0,2,1,1,0.66,27.06,2,0.6212,31.06,3,0.44,44,2,0.2239,15.0013,2,3,6,9,0
11209,2012/4/17,2,1,4,5,0,2,1,1,0.6,24.6,2,0.6212,31.06,3,0.53,53,2,0.2537,16.9979,2,1,29,30,0
11210,2012/4/17,2,1,4,6,0,2,1,1,0.6,24.6,2,0.6212,31.06,3,0.46,46,2,0.2537,16.9979,2,8,136,144,0
11211,2012/4/17,2,1,4,7,0,2,1,1,0.6,24.6,2,0.6212,31.06,3,0.43,43,2,0.2537,16.9979,2,18,443,461,1
11212,2012/4/17,2,1,4,8,0,2,1,1,0.6,24.6,2,0.6212,31.06,3,0.43,43,2,0.2239,15.0013,2,42,631,673,1
11213,2012/4/17,2,1,4,9,0,2,1,1,0.6,24.6,2,0.6212,31.06,3,0.38,38,1,0.4925,32.9975,4,71,329,400,1
11214,2012/4/17,2,1,4,10,0,2,1,1,0.6,24.6,2,0.6212,31.06,3,0.38,38,1,0.4179,27.9993,3,52,165,217,1
11215,2012/4/17,2,1,4,11,0,2,1,1,0.6,24.6,2,0.6212,31.06,3,0.33,33,1,0.4179,27.9993,3,65,174,239,1
11216,2012/4/17,2,1,4,12,0,2,1,1,0.6,24.6,2,0.6212,31.06,3,0.33,33,1,0.3582,23.9994,3,65,179,244,1
11217,2012/4/17,2,1,4,13,0,2,1,1,0.62,25.42,2,0.6212,31.06,3,0.29,29,1,0.2537,16.9979,2,52,187,239,1
11218,2012/4/17,2,1,4,14,0,2,1,1,0.64,26.24,2,0.6212,31.06,3,0.27,27,1,0.2836,19.0012,3,59,198,257,1
11219,2012/4/17,2,1,4,15,0,2,1,1,0.66,27.06,2,0.6212,31.06,3,0.24,24,1,0.3284,22.0028,3,91,217,308,1
11220,2012/4/17,2,1,4,16,0,2,1,1,0.68,27.88,2,0.6212,31.06,3,0.22,22,1,0.3582,23.9994,3,50,320,370,1
11221,2012/4/17,2,1,4,17,0,2,1,1,0.64,26.24,2,0.6061,30.305,3,0.25,25,1,0.2985,19.9995,3,108,673,781,1
11222,2012/4/17,2,1,4,18,0,2,1,1,0.64,26.24,2,0.6061,30.305,3,0.25,25,1,0.2836,19.0012,3,105,670,775,1
11223,2012/4/17,2,1,4,19,0,2,1,1,0.6,24.6,2,0.6061,30.305,3,0.26,26,1,0.2537,16.9979,2,73,464,537,1
11224,2012/4/17,2,1,4,20,0,2,1,1,0.6,24.6,2,0.6061,30.305,3,0.23,23,1,0.2836,19.0012,3,44,358,402,1
11225,2012/4/17,2,1,4,21,0,2,1,1,0.56,22.96,2,0.5303,26.515,2,0.26,26,1,0.2985,19.9995,3,37,260,297,1
11226,2012/4/17,2,1,4,22,0,2,1,1,0.54,22.14,2,0.5152,25.76,2,0.3,30,1,0.2537,16.9979,2,18,144,162,0
11227,2012/4/17,2,1,4,23,0,2,1,1,0.54,22.14,2,0.5152,25.76,2,0.32,32,1,0.2239,15.0013,2,10,72,82,0
11228,2012/4/18,2,1,4,0,0,3,1,1,0.54,22.14,2,0.5152,25.76,2,0.32,32,1,0.1642,11.0014,2,3,35,38,0
11229,2012/4/18,2,1,4,1,0,3,1,1,0.52,21.32,2,0.5,25,2,0.34,34,1,0.194,12.998,2,1,13,14,0
11230,2012/4/18,2,1,4,2,0,3,1,2,0.5,20.5,2,0.4848,24.24,2,0.42,42,2,0.194,12.998,2,1,8,9,0
11231,2012/4/18,2,1,4,3,0,3,1,2,0.5,20.5,2,0.4848,24.24,2,0.42,42,2,0.2239,15.0013,2,0,6,6,0
11232,2012/4/18,2,1,4,4,0,3,1,2,0.5,20.5,2,0.4848,24.24,2,0.42,42,2,0.2836,19.0012,3,0,7,7,0
11233,2012/4/18,2,1,4,5,0,3,1,2,0.5,20.5,2,0.4848,24.24,2,0.39,39,1,0.2836,19.0012,3,0,34,34,0
11234,2012/4/18,2,1,4,6,0,3,1,2,0.5,20.5,2,0.4848,24.24,2,0.39,39,1,0.2836,19.0012,3,6,128,134,0
11235,2012/4/18,2,1,4,7,0,3,1,2,0.5,20.5,2,0.4848,24.24,2,0.39,39,1,0.194,12.998,2,10,408,418,1
11236,2012/4/18,2,1,4,8,0,3,1,3,0.5,20.5,2,0.4848,24.24,2,0.39,39,1,0.194,12.998,2,25,551,576,1
11237,2012/4/18,2,1,4,9,0,3,1,3,0.48,19.68,1,0.4697,23.485,2,0.44,44,2,0.2985,19.9995,3,20,245,265,1
11238,2012/4/18,2,1,4,10,0,3,1,3,0.48,19.68,1,0.4697,23.485,2,0.47,47,2,0.2239,15.0013,2,31,116,147,1
11239,2012/4/18,2,1,4,11,0,3,1,3,0.46,18.86,1,0.4545,22.725,2,0.47,47,2,0.2537,16.9979,2,14,105,119,1
11240,2012/4/18,2,1,4,12,0,3,1,3,0.46,18.86,1,0.4545,22.725,2,0.51,51,2,0.1045,7.0015,1,15,95,110,1
11241,2012/4/18,2,1,4,13,0,3,1,3,0.46,18.86,1,0.4545,22.725,2,0.59,59,2,0,0,0,13,51,64,1
11242,2012/4/18,2,1,4,14,0,3,1,3,0.44,18.04,1,0.4394,21.97,2,0.72,72,3,0.1045,7.0015,1,8,43,51,1
11243,2012/4/18,2,1,4,15,0,3,1,3,0.42,17.22,1,0.4242,21.21,2,0.77,77,3,0.194,12.998,2,10,88,98,1
11244,2012/4/18,2,1,4,16,0,3,1,2,0.42,17.22,1,0.4242,21.21,2,0.77,77,3,0.2239,15.0013,2,36,199,235,1
11245,2012/4/18,2,1,4,17,0,3,1,2,0.42,17.22,1,0.4242,21.21,2,0.77,77,3,0.194,12.998,2,46,442,488,1
11246,2012/4/18,2,1,4,18,0,3,1,2,0.42,17.22,1,0.4242,21.21,2,0.77,77,3,0,0,0,27,478,505,1
11247,2012/4/18,2,1,4,19,0,3,1,2,0.42,17.22,1,0.4242,21.21,2,0.77,77,3,0.1343,8.9981,1,26,342,368,1
11248,2012/4/18,2,1,4,20,0,3,1,2,0.42,17.22,1,0.4242,21.21,2,0.77,77,3,0.1045,7.0015,1,8,252,260,1
11249,2012/4/18,2,1,4,21,0,3,1,2,0.42,17.22,1,0.4242,21.21,2,0.82,82,4,0.0896,6.0032,1,24,165,189,1
11250,2012/4/18,2,1,4,22,0,3,1,2,0.42,17.22,1,0.4242,21.21,2,0.77,77,3,0.0896,6.0032,1,9,153,162,0
11251,2012/4/18,2,1,4,23,0,3,1,2,0.42,17.22,1,0.4242,21.21,2,0.77,77,3,0,0,0,14,56,70,0
11252,2012/4/19,2,1,4,0,0,4,1,3,0.42,17.22,1,0.4242,21.21,2,0.77,77,3,0,0,0,5,20,25,0
11253,2012/4/19,2,1,4,1,0,4,1,3,0.42,17.22,1,0.4242,21.21,2,0.77,77,3,0.1045,7.0015,1,2,11,13,0
11254,2012/4/19,2,1,4,2,0,4,1,2,0.42,17.22,1,0.4242,21.21,2,0.77,77,3,0,0,0,2,4,6,0
11255,2012/4/19,2,1,4,3,0,4,1,2,0.42,17.22,1,0.4242,21.21,2,0.77,77,3,0,0,0,1,3,4,0
11256,2012/4/19,2,1,4,4,0,4,1,2,0.42,17.22,1,0.4242,21.21,2,0.71,71,3,0,0,0,0,4,4,0
11257,2012/4/19,2,1,4,5,0,4,1,1,0.4,16.4,1,0.4091,20.455,2,0.82,82,4,0,0,0,0,30,30,0
11258,2012/4/19,2,1,4,6,0,4,1,2,0.4,16.4,1,0.4091,20.455,2,0.82,82,4,0.1045,7.0015,1,4,116,120,0
11259,2012/4/19,2,1,4,7,0,4,1,2,0.4,16.4,1,0.4091,20.455,2,0.82,82,4,0.1343,8.9981,1,15,391,406,1
11260,2012/4/19,2,1,4,8,0,4,1,2,0.42,17.22,1,0.4242,21.21,2,0.82,82,4,0.1045,7.0015,1,26,651,677,1
11261,2012/4/19,2,1,4,9,0,4,1,2,0.46,18.86,1,0.4545,22.725,2,0.72,72,3,0,0,0,31,270,301,1
11262,2012/4/19,2,1,4,10,0,4,1,1,0.48,19.68,1,0.4697,23.485,2,0.63,63,3,0.0896,6.0032,1,46,143,189,1
11263,2012/4/19,2,1,4,11,0,4,1,1,0.52,21.32,2,0.5,25,2,0.48,48,2,0,0,0,46,183,229,1
11264,2012/4/19,2,1,4,12,0,4,1,1,0.54,22.14,2,0.5152,25.76,2,0.49,49,2,0,0,0,51,213,264,1
11265,2012/4/19,2,1,4,13,0,4,1,1,0.56,22.96,2,0.5303,26.515,2,0.46,46,2,0,0,0,52,186,238,1
11266,2012/4/19,2,1,4,14,0,4,1,1,0.58,23.78,2,0.5455,27.275,2,0.43,43,2,0,0,0,54,183,237,1
11267,2012/4/19,2,1,4,15,0,4,1,1,0.6,24.6,2,0.6212,31.06,3,0.43,43,2,0,0,0,66,196,262,1
11268,2012/4/19,2,1,4,16,0,4,1,1,0.62,25.42,2,0.6212,31.06,3,0.41,41,2,0.1045,7.0015,1,63,324,387,1
11269,2012/4/19,2,1,4,17,0,4,1,1,0.6,24.6,2,0.6212,31.06,3,0.43,43,2,0.0896,6.0032,1,85,663,748,1
11270,2012/4/19,2,1,4,18,0,4,1,1,0.6,24.6,2,0.6212,31.06,3,0.43,43,2,0.0896,6.0032,1,99,677,776,1
11271,2012/4/19,2,1,4,19,0,4,1,1,0.58,23.78,2,0.5455,27.275,2,0.46,46,2,0.1343,8.9981,1,70,516,586,1
11272,2012/4/19,2,1,4,20,0,4,1,1,0.56,22.96,2,0.5303,26.515,2,0.49,49,2,0.2239,15.0013,2,52,352,404,1
11273,2012/4/19,2,1,4,21,0,4,1,1,0.52,21.32,2,0.5,25,2,0.55,55,2,0.1045,7.0015,1,27,240,267,1
11274,2012/4/19,2,1,4,22,0,4,1,1,0.52,21.32,2,0.5,25,2,0.59,59,2,0.194,12.998,2,29,219,248,0
11275,2012/4/19,2,1,4,23,0,4,1,1,0.5,20.5,2,0.4848,24.24,2,0.63,63,3,0.1045,7.0015,1,20,124,144,0
11276,2012/4/20,2,1,4,0,0,5,1,1,0.48,19.68,1,0.4697,23.485,2,0.67,67,3,0.1045,7.0015,1,5,59,64,0
11277,2012/4/20,2,1,4,1,0,5,1,1,0.46,18.86,1,0.4545,22.725,2,0.82,82,4,0.194,12.998,2,3,22,25,0
11278,2012/4/20,2,1,4,2,0,5,1,1,0.44,18.04,1,0.4394,21.97,2,0.88,88,4,0.194,12.998,2,3,18,21,0
11279,2012/4/20,2,1,4,3,0,5,1,1,0.44,18.04,1,0.4394,21.97,2,0.88,88,4,0.1045,7.0015,1,1,9,10,0
11280,2012/4/20,2,1,4,4,0,5,1,1,0.42,17.22,1,0.4242,21.21,2,0.94,94,4,0.1045,7.0015,1,0,3,3,0
11281,2012/4/20,2,1,4,5,0,5,1,1,0.42,17.22,1,0.4242,21.21,2,0.94,94,4,0,0,0,1,24,25,0
11282,2012/4/20,2,1,4,6,0,5,1,1,0.42,17.22,1,0.4242,21.21,2,0.88,88,4,0,0,0,8,105,113,0
11283,2012/4/20,2,1,4,7,0,5,1,1,0.42,17.22,1,0.4242,21.21,2,0.94,94,4,0,0,0,9,350,359,1
11284,2012/4/20,2,1,4,8,0,5,1,1,0.44,18.04,1,0.4394,21.97,2,0.94,94,4,0,0,0,32,668,700,1
11285,2012/4/20,2,1,4,9,0,5,1,1,0.46,18.86,1,0.4545,22.725,2,0.88,88,4,0.0896,6.0032,1,30,329,359,1
11286,2012/4/20,2,1,4,10,0,5,1,1,0.5,20.5,2,0.4848,24.24,2,0.77,77,3,0.194,12.998,2,67,170,237,1
11287,2012/4/20,2,1,4,11,0,5,1,1,0.54,22.14,2,0.5152,25.76,2,0.68,68,3,0.1642,11.0014,2,64,190,254,1
11288,2012/4/20,2,1,4,12,0,5,1,1,0.58,23.78,2,0.5455,27.275,2,0.53,53,2,0.194,12.998,2,102,260,362,1
11289,2012/4/20,2,1,4,13,0,5,1,1,0.62,25.42,2,0.6212,31.06,3,0.43,43,2,0.194,12.998,2,105,276,381,1
11290,2012/4/20,2,1,4,14,0,5,1,1,0.64,26.24,2,0.6212,31.06,3,0.44,44,2,0.2239,15.0013,2,156,238,394,1
11291,2012/4/20,2,1,4,15,0,5,1,1,0.64,26.24,2,0.6212,31.06,3,0.47,47,2,0.194,12.998,2,145,262,407,1
11292,2012/4/20,2,1,4,16,0,5,1,1,0.66,27.06,2,0.6212,31.06,3,0.44,44,2,0.194,12.998,2,151,429,580,1
11293,2012/4/20,2,1,4,17,0,5,1,1,0.64,26.24,2,0.6212,31.06,3,0.47,47,2,0.2836,19.0012,3,122,697,819,1
11294,2012/4/20,2,1,4,18,0,5,1,1,0.62,25.42,2,0.6212,31.06,3,0.5,50,2,0.2836,19.0012,3,110,558,668,1
11295,2012/4/20,2,1,4,19,0,5,1,1,0.6,24.6,2,0.6212,31.06,3,0.53,53,2,0.194,12.998,2,82,410,492,1
11296,2012/4/20,2,1,4,20,0,5,1,1,0.58,23.78,2,0.5455,27.275,2,0.56,56,2,0.1642,11.0014,2,52,289,341,1
11297,2012/4/20,2,1,4,21,0,5,1,1,0.56,22.96,2,0.5303,26.515,2,0.68,68,3,0.1343,8.9981,1,35,252,287,1
11298,2012/4/20,2,1,4,22,0,5,1,1,0.54,22.14,2,0.5152,25.76,2,0.68,68,3,0.2537,16.9979,2,26,176,202,0
11299,2012/4/20,2,1,4,23,0,5,1,1,0.52,21.32,2,0.5,25,2,0.72,72,3,0.1343,8.9981,1,31,156,187,0
11300,2012/4/21,2,1,4,0,0,6,0,1,0.52,21.32,2,0.5,25,2,0.77,77,3,0.2239,15.0013,2,31,111,142,0
11301,2012/4/21,2,1,4,1,0,6,0,1,0.52,21.32,2,0.5,25,2,0.77,77,3,0.2239,15.0013,2,24,64,88,0
11302,2012/4/21,2,1,4,2,0,6,0,1,0.52,21.32,2,0.5,25,2,0.77,77,3,0.1343,8.9981,1,12,69,81,0
11303,2012/4/21,2,1,4,3,0,6,0,1,0.5,20.5,2,0.4848,24.24,2,0.82,82,4,0.2239,15.0013,2,4,25,29,0
11304,2012/4/21,2,1,4,4,0,6,0,1,0.5,20.5,2,0.4848,24.24,2,0.82,82,4,0.2537,16.9979,2,0,9,9,0
11305,2012/4/21,2,1,4,5,0,6,0,1,0.5,20.5,2,0.4848,24.24,2,0.82,82,4,0.2537,16.9979,2,0,1,1,0
11306,2012/4/21,2,1,4,6,0,6,0,1,0.5,20.5,2,0.4848,24.24,2,0.82,82,4,0.2239,15.0013,2,10,21,31,0
11307,2012/4/21,2,1,4,7,0,6,0,1,0.5,20.5,2,0.4848,24.24,2,0.82,82,4,0.2836,19.0012,3,21,55,76,1
11308,2012/4/21,2,1,4,8,0,6,0,1,0.52,21.32,2,0.5,25,2,0.81,81,4,0.2537,16.9979,2,52,149,201,1
11309,2012/4/21,2,1,4,9,0,6,0,1,0.54,22.14,2,0.5152,25.76,2,0.77,77,3,0.1642,11.0014,2,115,216,331,1
11310,2012/4/21,2,1,4,10,0,6,0,1,0.6,24.6,2,0.6061,30.305,3,0.64,64,3,0.2836,19.0012,3,183,299,482,1
11311,2012/4/21,2,1,4,11,0,6,0,1,0.62,25.42,2,0.6061,30.305,3,0.61,61,3,0.3284,22.0028,3,260,348,608,1
11312,2012/4/21,2,1,4,12,0,6,0,1,0.64,26.24,2,0.6212,31.06,3,0.57,57,2,0.2239,15.0013,2,262,378,640,1
11313,2012/4/21,2,1,4,13,0,6,0,1,0.66,27.06,2,0.6212,31.06,3,0.54,54,2,0.2239,15.0013,2,291,358,649,1
11314,2012/4/21,2,1,4,14,0,6,0,1,0.7,28.7,2,0.6364,31.82,3,0.45,45,2,0.2836,19.0012,3,278,331,609,1
11315,2012/4/21,2,1,4,15,0,6,0,1,0.72,29.52,2,0.6515,32.575,3,0.39,39,1,0.2537,16.9979,2,267,361,628,1
11316,2012/4/21,2,1,4,16,0,6,0,1,0.7,28.7,2,0.6364,31.82,3,0.42,42,2,0.3284,22.0028,3,267,372,639,1
11317,2012/4/21,2,1,4,17,0,6,0,2,0.74,30.34,3,0.6515,32.575,3,0.3,30,1,0.3881,26.0027,3,259,309,568,1
11318,2012/4/21,2,1,4,18,0,6,0,2,0.68,27.88,2,0.6364,31.82,3,0.47,47,2,0.4925,32.9975,4,133,283,416,1
11319,2012/4/21,2,1,4,19,0,6,0,3,0.56,22.96,2,0.5303,26.515,2,0.73,73,3,0.4925,32.9975,4,9,45,54,1
11320,2012/4/21,2,1,4,20,0,6,0,3,0.5,20.5,2,0.4848,24.24,2,0.82,82,4,0.2985,19.9995,3,5,34,39,1
11321,2012/4/21,2,1,4,21,0,6,0,3,0.5,20.5,2,0.4848,24.24,2,0.82,82,4,0.3881,26.0027,3,20,82,102,1
11322,2012/4/21,2,1,4,22,0,6,0,1,0.48,19.68,1,0.4697,23.485,2,0.82,82,4,0.2985,19.9995,3,20,90,110,0
11323,2012/4/21,2,1,4,23,0,6,0,2,0.46,18.86,1,0.4545,22.725,2,0.82,82,4,0.2836,19.0012,3,18,73,91,0
11324,2012/4/22,2,1,4,0,0,0,0,2,0.46,18.86,1,0.4545,22.725,2,0.82,82,4,0.194,12.998,2,32,85,117,0
11325,2012/4/22,2,1,4,1,0,0,0,2,0.46,18.86,1,0.4545,22.725,2,0.82,82,4,0.3284,22.0028,3,10,63,73,0
11326,2012/4/22,2,1,4,2,0,0,0,1,0.46,18.86,1,0.4545,22.725,2,0.72,72,3,0.2836,19.0012,3,7,49,56,0
11327,2012/4/22,2,1,4,3,0,0,0,2,0.44,18.04,1,0.4394,21.97,2,0.82,82,4,0.1642,11.0014,2,7,33,40,0
